# BUSCO version is: 5.4.7 
# The lineage dataset is: lepidoptera_odb10 (Creation date: 2024-01-08, number of genomes: 16, number of BUSCOs: 5286)
Busco_id	Status	Sequence	Gene_Start	Gene_End	Strand	Score	Length	OrthoDB_url	Description
65at7088	Complete	ptg000020l	7386568	7153532	-	4904.6	2595	https://v10-1.orthodb.org/?query=65at7088	Domain of unknown function DUF1088
66at7088	Complete	ptg000012l	2552988	2534375	-	3974.4	1835	https://v10-1.orthodb.org/?query=66at7088	Pre-mRNA-processing-splicing factor 8, U5-snRNA-binding
68at7088	Complete	ptg000013l	13083291	12979719	-	5121.2	2559	https://v10-1.orthodb.org/?query=68at7088	Cell morphogenesis central region
69at7088	Complete	ptg000017l	7382182	7396194	+	4253.7	2132	https://v10-1.orthodb.org/?query=69at7088	FKBP12-rapamycin binding domain
70at7088	Complete	ptg000008l	2603628	2614856	+	4466.1	2945	https://v10-1.orthodb.org/?query=70at7088	EGF-like calcium-binding domain
72at7088	Complete	ptg000005l	7103204	7051182	-	4957.1	2564	https://v10-1.orthodb.org/?query=72at7088	Filamin/ABP280 repeat-like
74at7088	Complete	ptg000009l	11084128	11071259	-	4889.3	2378	https://v10-1.orthodb.org/?query=74at7088	Zinc finger C2H2-type
78at7088	Complete	ptg000011l	8246758	8200610	-	5672.8	3375	https://v10-1.orthodb.org/?query=78at7088	Baculoviral IAP repeat-containing protein 6
83at7088	Complete	ptg000006l	15548889	15583012	+	4190.0	2187	https://v10-1.orthodb.org/?query=83at7088	RyR/IP3R Homology associated domain
84at7088	Complete	ptg000011l	6486130	6519745	+	4784.5	2409	https://v10-1.orthodb.org/?query=84at7088	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
86at7088	Complete	ptg000019l	4740106	4758260	+	3518.8	2053	https://v10-1.orthodb.org/?query=86at7088	UME domain
88at7088	Complete	ptg000003l	5325377	5308883	-	5780.1	2988	https://v10-1.orthodb.org/?query=88at7088	Chromo domain
96at7088	Complete	ptg000013l	8059093	8040874	-	4141.4	2028	https://v10-1.orthodb.org/?query=96at7088	Laminin G domain
101at7088	Complete	ptg000013l	8274458	8210336	-	3090.5	1802	https://v10-1.orthodb.org/?query=101at7088	PHR
103at7088	Complete	ptg000002l	6986459	7030284	+	3982.0	2149	https://v10-1.orthodb.org/?query=103at7088	Calcium-dependent secretion activator domain
105at7088	Complete	ptg000006l	14648760	14670435	+	6480.7	4097	https://v10-1.orthodb.org/?query=105at7088	EGF-like calcium-binding domain
106at7088	Complete	ptg000019l	3423722	3436210	+	4493.7	2383	https://v10-1.orthodb.org/?query=106at7088	small subunit processome component 20 homolog
112at7088	Complete	ptg000005l	7409016	7430785	+	3979.2	2077	https://v10-1.orthodb.org/?query=112at7088	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
113at7088	Complete	ptg000013l	8278758	8340268	+	4280.6	2282	https://v10-1.orthodb.org/?query=113at7088	Dbl homology (DH) domain
116at7088	Complete	ptg000003l	3519539	3510361	-	3404.6	1733	https://v10-1.orthodb.org/?query=116at7088	FERM central domain
122at7088	Complete	ptg000007l	3950687	3997937	+	3104.9	1628	https://v10-1.orthodb.org/?query=122at7088	Tetratricopeptide repeat
123at7088	Complete	ptg000011l	2676272	2696780	+	3656.0	1828	https://v10-1.orthodb.org/?query=123at7088	DNA-directed DNA polymerase, family B, exonuclease domain
126at7088	Complete	ptg000007l	6666428	6689591	+	3693.8	1805	https://v10-1.orthodb.org/?query=126at7088	Phosphatidylinositol 3-/4-kinase, catalytic domain
127at7088	Complete	ptg000002l	3272570	3320699	+	4388.8	2667	https://v10-1.orthodb.org/?query=127at7088	Bromo adjacent homology (BAH) domain
128at7088	Complete	ptg000010l	11100154	11151404	+	5320.7	3328	https://v10-1.orthodb.org/?query=128at7088	Vacuolar protein sorting-associated protein 13, N-terminal domain
133at7088	Complete	ptg000019l	2819240	2848646	+	1967.6	1745	https://v10-1.orthodb.org/?query=133at7088	Glycoside hydrolase family 18, catalytic domain
136at7088	Complete	ptg000003l	8510502	8543613	+	3827.0	2050	https://v10-1.orthodb.org/?query=136at7088	Piezo domain
137at7088	Complete	ptg000006l	5212805	5229589	+	3399.3	1907	https://v10-1.orthodb.org/?query=137at7088	Protein kinase domain
138at7088	Complete	ptg000019l	7732433	7723114	-	2730.7	1938	https://v10-1.orthodb.org/?query=138at7088	Calponin homology domain
139at7088	Complete	ptg000001l	9905893	9872808	-	4007.7	2283	https://v10-1.orthodb.org/?query=139at7088	Pecanex, C-terminal
140at7088	Complete	ptg000009l	7341866	7479576	+	3576.5	2094	https://v10-1.orthodb.org/?query=140at7088	Gelsolin-like domain
145at7088	Complete	ptg000002l	6630057	6651795	+	3229.1	1592	https://v10-1.orthodb.org/?query=145at7088	Sodium channel protein
148at7088	Complete	ptg000017l	3403787	3424152	+	3007.5	1600	https://v10-1.orthodb.org/?query=148at7088	PDZ domain
155at7088	Complete	ptg000018l	1027217	1049063	+	4003.4	2408	https://v10-1.orthodb.org/?query=155at7088	Adenomatous polyposis coli protein repeat
158at7088	Complete	ptg000041l	6820239	6907710	+	2429.3	1308	https://v10-1.orthodb.org/?query=158at7088	Sodium channel protein
159at7088	Complete	ptg000011l	4778381	4761708	-	3601.7	1977	https://v10-1.orthodb.org/?query=159at7088	FYVE zinc finger
160at7088	Complete	ptg000020l	13358344	13425031	+	3231.2	1798	https://v10-1.orthodb.org/?query=160at7088	Pleckstrin homology domain
163at7088	Complete	ptg000008l	7563166	7576802	+	2797.8	1495	https://v10-1.orthodb.org/?query=163at7088	Low-density lipoprotein (LDL) receptor class A repeat
173at7088	Complete	ptg000007l	6289946	6308351	+	2803.4	1340	https://v10-1.orthodb.org/?query=173at7088	Clathrin, heavy chain, linker, core motif
177at7088	Complete	ptg000019l	3952661	3981911	+	3666.9	1901	https://v10-1.orthodb.org/?query=177at7088	Ion transport domain
179at7088	Complete	ptg000014l	3308192	3275281	-	2869.6	1481	https://v10-1.orthodb.org/?query=179at7088	Ankyrin repeat
183at7088	Complete	ptg000014l	4103979	4138696	+	3579.7	1929	https://v10-1.orthodb.org/?query=183at7088	Ankyrin repeat
184at7088	Complete	ptg000018l	10687134	10667673	-	3170.3	1744	https://v10-1.orthodb.org/?query=184at7088	Cadherin-like
186at7088	Complete	ptg000010l	5783829	5799151	+	3843.7	2074	https://v10-1.orthodb.org/?query=186at7088	Zinc finger, PHD-finger
190at7088	Complete	ptg000006l	10581246	10546686	-	2774.4	1396	https://v10-1.orthodb.org/?query=190at7088	WD40 repeat
193at7088	Complete	ptg000009l	13927116	13932563	+	3355.5	1517	https://v10-1.orthodb.org/?query=193at7088	Sec7, C-terminal
196at7088	Complete	ptg000014l	6476606	6458436	-	2671.9	1554	https://v10-1.orthodb.org/?query=196at7088	Cadherin-like
200at7088	Complete	ptg000015l	651790	615256	-	3283.0	1943	https://v10-1.orthodb.org/?query=200at7088	protein unc-79 homolog
201at7088	Complete	ptg000016l	12097238	12117310	+	3091.4	1623	https://v10-1.orthodb.org/?query=201at7088	Thioredoxin domain
204at7088	Complete	ptg000004l	7586857	7579922	-	2496.3	1415	https://v10-1.orthodb.org/?query=204at7088	Zinc finger C2H2-type
206at7088	Complete	ptg000005l	5320174	5098037	-	3619.4	2011	https://v10-1.orthodb.org/?query=206at7088	Calponin homology domain
207at7088	Complete	ptg000019l	8737606	8752634	+	3067.7	1687	https://v10-1.orthodb.org/?query=207at7088	WD40 repeat
208at7088	Complete	ptg000004l	6687131	6670539	-	2662.3	1383	https://v10-1.orthodb.org/?query=208at7088	Ras GTPase-activating domain
210at7088	Complete	ptg000004l	6285026	6292618	+	3725.2	1845	https://v10-1.orthodb.org/?query=210at7088	RNA polymerase Rpb1, domain 5
211at7088	Complete	ptg000010l	4413767	4424787	+	3050.7	1673	https://v10-1.orthodb.org/?query=211at7088	Spatacsin, C-terminal domain
212at7088	Complete	ptg000013l	12650319	12666048	+	2573.6	1408	https://v10-1.orthodb.org/?query=212at7088	Laminin EGF domain
215at7088	Complete	ptg000017l	7239029	7251236	+	3518.6	1719	https://v10-1.orthodb.org/?query=215at7088	Sec7, C-terminal
220at7088	Complete	ptg000012l	3827758	3809267	-	2690.8	1250	https://v10-1.orthodb.org/?query=220at7088	Ferric reductase, NAD binding domain
231at7088	Complete	ptg000015l	4467620	4485744	+	3877.0	2363	https://v10-1.orthodb.org/?query=231at7088	Pleckstrin homology domain
232at7088	Complete	ptg000010l	5505860	5486132	-	2982.1	1587	https://v10-1.orthodb.org/?query=232at7088	Sister chromatid cohesion C-terminal domain
235at7088	Complete	ptg000003l	2326233	2333433	+	3165.8	1815	https://v10-1.orthodb.org/?query=235at7088	BP28, C-terminal domain
236at7088	Complete	ptg000004l	3024096	3012764	-	2587.0	1455	https://v10-1.orthodb.org/?query=236at7088	Nucleoporin Nup188
242at7088	Complete	ptg000020l	10897821	10878728	-	2971.8	1652	https://v10-1.orthodb.org/?query=242at7088	Proteasome component Ecm29
246at7088	Complete	ptg000041l	2192577	2384449	+	1991.4	1028	https://v10-1.orthodb.org/?query=246at7088	TRPM, tetramerisation domain
248at7088	Complete	ptg000002l	6515465	6492920	-	3126.7	1565	https://v10-1.orthodb.org/?query=248at7088	Ras-associating (RA) domain
250at7088	Complete	ptg000015l	5636278	5687407	+	2626.5	1217	https://v10-1.orthodb.org/?query=250at7088	Cadherin, cytoplasmic domain
251at7088	Complete	ptg000005l	7578057	7590770	+	3184.0	2092	https://v10-1.orthodb.org/?query=251at7088	Ran binding domain
254at7088	Complete	ptg000010l	8954960	8940363	-	3477.1	1754	https://v10-1.orthodb.org/?query=254at7088	Helicase/UvrB, N-terminal
258at7088	Complete	ptg000010l	12181998	12153910	-	3430.1	1832	https://v10-1.orthodb.org/?query=258at7088	uncharacterized protein LOC106107457
259at7088	Complete	ptg000006l	12812830	12785622	-	2617.5	1340	https://v10-1.orthodb.org/?query=259at7088	uncharacterized protein LOC106138037
263at7088	Complete	ptg000014l	13121702	13102947	-	2653.6	1422	https://v10-1.orthodb.org/?query=263at7088	High mobility group box domain
266at7088	Complete	ptg000013l	6307617	6270660	-	2923.6	1390	https://v10-1.orthodb.org/?query=266at7088	AMP-dependent synthetase/ligase
270at7088	Complete	ptg000013l	6016812	6028944	+	3657.0	2282	https://v10-1.orthodb.org/?query=270at7088	Zinc finger, PHD-finger
271at7088	Complete	ptg000009l	7672377	7693340	+	2748.5	1433	https://v10-1.orthodb.org/?query=271at7088	Protein FAM135
273at7088	Complete	ptg000018l	1254074	1271928	+	1849.6	1194	https://v10-1.orthodb.org/?query=273at7088	Cadherin-like
274at7088	Complete	ptg000012l	8092060	8086945	-	2792.5	1449	https://v10-1.orthodb.org/?query=274at7088	RNA polymerase Rpb1, domain 3
278at7088	Complete	ptg000003l	6792522	6798202	+	2373.0	1502	https://v10-1.orthodb.org/?query=278at7088	uncharacterized protein LOC106099798
281at7088	Complete	ptg000010l	7828082	7836715	+	2422.5	1364	https://v10-1.orthodb.org/?query=281at7088	Zinc finger C2H2-type
288at7088	Complete	ptg000003l	15097458	15072293	-	3062.5	1949	https://v10-1.orthodb.org/?query=288at7088	Dbl homology (DH) domain
296at7088	Complete	ptg000013l	10408980	10419169	+	2041.4	1409	https://v10-1.orthodb.org/?query=296at7088	Sperm-associated antigen 17
302at7088	Complete	ptg000006l	11700860	11735094	+	2249.6	1138	https://v10-1.orthodb.org/?query=302at7088	Calcium-dependent secretion activator domain
303at7088	Complete	ptg000003l	5956978	5937589	-	3253.5	2345	https://v10-1.orthodb.org/?query=303at7088	Phosphatidylinositol 3-/4-kinase, catalytic domain
307at7088	Complete	ptg000018l	7393118	7409300	+	2579.4	1382	https://v10-1.orthodb.org/?query=307at7088	Cadherin-like
311at7088	Complete	ptg000001l	6656569	6669715	+	2426.2	1423	https://v10-1.orthodb.org/?query=311at7088	Gamma tubulin complex component, C-terminal
315at7088	Complete	ptg000006l	1267461	1257526	-	2696.8	1351	https://v10-1.orthodb.org/?query=315at7088	Leucine-rich repeat
316at7088	Complete	ptg000008l	7490316	7478131	-	3351.5	2628	https://v10-1.orthodb.org/?query=316at7088	protein lava lamp-like
318at7088	Complete	ptg000014l	6708796	6725789	+	2988.5	1585	https://v10-1.orthodb.org/?query=318at7088	Cadherin-like
321at7088	Complete	ptg000013l	6507032	6514283	+	2025.0	1363	https://v10-1.orthodb.org/?query=321at7088	uncharacterized protein LOC101746166
322at7088	Complete	ptg000018l	1334316	1344102	+	1621.5	1085	https://v10-1.orthodb.org/?query=322at7088	Zinc finger C2H2-type
324at7088	Complete	ptg000004l	5494755	5504303	+	2400.4	1180	https://v10-1.orthodb.org/?query=324at7088	Protein kinase domain
325at7088	Complete	ptg000009l	4803211	4812441	+	2561.5	1427	https://v10-1.orthodb.org/?query=325at7088	Virilizer, N-terminal
326at7088	Complete	ptg000003l	1718119	1708472	-	2609.6	1366	https://v10-1.orthodb.org/?query=326at7088	HEAT repeat
327at7088	Complete	ptg000019l	9097144	9052577	-	2527.4	1960	https://v10-1.orthodb.org/?query=327at7088	Serine-threonine/tyrosine-protein kinase, catalytic domain
328at7088	Complete	ptg000017l	524038	531164	+	2733.2	1650	https://v10-1.orthodb.org/?query=328at7088	Nucleolar pre-ribosomal-associated protein 1, C-terminal domain
332at7088	Complete	ptg000004l	6836640	6850748	+	2772.7	1470	https://v10-1.orthodb.org/?query=332at7088	Helicase/UvrB, N-terminal
335at7088	Complete	ptg000010l	11579990	11566821	-	2087.2	1174	https://v10-1.orthodb.org/?query=335at7088	PTP type protein phosphatase
338at7088	Complete	ptg000019l	5290174	5310028	+	2957.5	1497	https://v10-1.orthodb.org/?query=338at7088	Bromodomain
340at7088	Complete	ptg000001l	9769053	9782285	+	2730.2	1669	https://v10-1.orthodb.org/?query=340at7088	LOC101738347
342at7088	Complete	ptg000020l	9634793	9621580	-	2806.3	1682	https://v10-1.orthodb.org/?query=342at7088	Zinc finger, PHD-finger
345at7088	Complete	ptg000004l	16313296	16329437	+	2336.8	1378	https://v10-1.orthodb.org/?query=345at7088	Active zone protein ELKS
350at7088	Complete	ptg000010l	5459718	5454209	-	2200.6	1113	https://v10-1.orthodb.org/?query=350at7088	Beta-propeller repeat TECPR
353at7088	Complete	ptg000006l	14811615	14787898	-	2537.0	1289	https://v10-1.orthodb.org/?query=353at7088	Rho GTPase-activating protein domain
354at7088	Complete	ptg000006l	6548078	6544323	-	2418.6	1101	https://v10-1.orthodb.org/?query=354at7088	Leucine-rich repeat
355at7088	Complete	ptg000006l	1768145	1751007	-	2319.1	1144	https://v10-1.orthodb.org/?query=355at7088	Ankyrin repeat
356at7088	Complete	ptg000018l	4504766	4520002	+	2541.8	1396	https://v10-1.orthodb.org/?query=356at7088	uncharacterized protein LOC111355965
357at7088	Complete	ptg000014l	16628319	16608814	-	2106.9	1252	https://v10-1.orthodb.org/?query=357at7088	Superoxide dismutase, copper/zinc binding domain
360at7088	Complete	ptg000013l	5784962	5812115	+	2191.6	1083	https://v10-1.orthodb.org/?query=360at7088	Potassium channel domain
363at7088	Complete	ptg000015l	8104585	8098766	-	2400.0	1723	https://v10-1.orthodb.org/?query=363at7088	Tetratricopeptide repeat
366at7088	Complete	ptg000009l	9078818	9088731	+	3134.3	1738	https://v10-1.orthodb.org/?query=366at7088	Nucleoprotein TPR/MLP1
367at7088	Complete	ptg000016l	8261696	8275575	+	2266.2	1270	https://v10-1.orthodb.org/?query=367at7088	C2 domain
375at7088	Complete	ptg000006l	7309790	7322414	+	1913.2	1259	https://v10-1.orthodb.org/?query=375at7088	CARD domain
380at7088	Complete	ptg000012l	2102231	2079882	-	2193.9	1191	https://v10-1.orthodb.org/?query=380at7088	ATPase, dynein-related, AAA domain
382at7088	Complete	ptg000017l	895537	910898	+	1893.6	1180	https://v10-1.orthodb.org/?query=382at7088	Histone acetyltransferase domain, MYST-type
383at7088	Complete	ptg000010l	5442082	5452254	+	2510.0	1140	https://v10-1.orthodb.org/?query=383at7088	Splicing factor 3B subunit 1
384at7088	Complete	ptg000004l	4772270	4778400	+	2258.3	1477	https://v10-1.orthodb.org/?query=384at7088	RZZ complex, subunit KNTC1/ROD, C-terminal
385at7088	Complete	ptg000011l	5568278	5585039	+	2952.6	1630	https://v10-1.orthodb.org/?query=385at7088	Proteasome activator Blm10, mid region
386at7088	Complete	ptg000009l	10819125	10828060	+	2383.0	1107	https://v10-1.orthodb.org/?query=386at7088	Cleavage/polyadenylation specificity factor, A subunit, C-terminal
389at7088	Complete	ptg000013l	1712629	1693106	-	2270.1	1131	https://v10-1.orthodb.org/?query=389at7088	Mediator complex, subunit Med23
391at7088	Complete	ptg000013l	8548864	8532364	-	2176.8	1119	https://v10-1.orthodb.org/?query=391at7088	Sterol-sensing domain
392at7088	Complete	ptg000005l	7519885	7543361	+	2264.0	1277	https://v10-1.orthodb.org/?query=392at7088	UDP-glucose:Glycoprotein Glucosyltransferase
393at7088	Complete	ptg000002l	3906114	3940679	+	2535.9	1339	https://v10-1.orthodb.org/?query=393at7088	dDENN domain
394at7088	Complete	ptg000018l	5153898	5113909	-	2914.4	1499	https://v10-1.orthodb.org/?query=394at7088	RUN domain
396at7088	Complete	ptg000014l	4039714	4051421	+	1938.8	1129	https://v10-1.orthodb.org/?query=396at7088	Rab3-GAP regulatory subunit, N-terminal
401at7088	Complete	ptg000014l	6806697	6827775	+	2265.7	1079	https://v10-1.orthodb.org/?query=401at7088	Protein kinase domain
408at7088	Complete	ptg000003l	3921522	3914382	-	2397.7	1356	https://v10-1.orthodb.org/?query=408at7088	Zinc finger C2H2-type
412at7088	Complete	ptg000010l	1380306	1329651	-	2540.3	1424	https://v10-1.orthodb.org/?query=412at7088	Pleckstrin homology domain
417at7088	Complete	ptg000011l	5554659	5567132	+	1839.7	1015	https://v10-1.orthodb.org/?query=417at7088	Helicase, C-terminal
420at7088	Complete	ptg000015l	2600072	2544491	-	2303.2	1246	https://v10-1.orthodb.org/?query=420at7088	Dbl homology (DH) domain
427at7088	Complete	ptg000010l	12442880	12468200	+	2235.4	1427	https://v10-1.orthodb.org/?query=427at7088	Ankyrin repeat
429at7088	Complete	ptg000006l	886567	858138	-	2490.3	1349	https://v10-1.orthodb.org/?query=429at7088	WW domain
430at7088	Complete	ptg000018l	2658809	2664569	+	2138.9	1095	https://v10-1.orthodb.org/?query=430at7088	Leucine-rich repeat
434at7088	Complete	ptg000005l	8940568	8948325	+	2347.5	1198	https://v10-1.orthodb.org/?query=434at7088	DNA-directed DNA polymerase, family B, exonuclease domain
437at7088	Complete	ptg000012l	14208132	14229339	+	1978.3	992	https://v10-1.orthodb.org/?query=437at7088	sister chromatid cohesion protein PDS5 homolog B
443at7088	Complete	ptg000014l	5445150	5449628	+	2206.0	1103	https://v10-1.orthodb.org/?query=443at7088	Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead
445at7088	Complete	ptg000016l	8941145	8952398	+	2459.2	1394	https://v10-1.orthodb.org/?query=445at7088	Protein kinase domain
450at7088	Complete	ptg000005l	10217794	10211175	-	2242.2	1311	https://v10-1.orthodb.org/?query=450at7088	Zinc finger C2H2-type
455at7088	Complete	ptg000003l	8549005	8545478	-	2697.6	1119	https://v10-1.orthodb.org/?query=455at7088	RNA polymerase Rpb2, domain 2
456at7088	Complete	ptg000006l	6832261	6836283	+	2383.2	1196	https://v10-1.orthodb.org/?query=456at7088	Leucine-rich repeat
458at7088	Complete	ptg000007l	2668573	2774135	+	2528.9	1463	https://v10-1.orthodb.org/?query=458at7088	Ion transport domain
461at7088	Complete	ptg000010l	2957821	2937920	-	2190.5	1150	https://v10-1.orthodb.org/?query=461at7088	Histidine phosphatase superfamily, clade-2
464at7088	Complete	ptg000016l	6956350	6963775	+	2092.7	1274	https://v10-1.orthodb.org/?query=464at7088	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
467at7088	Complete	ptg000012l	8798335	8821552	+	2274.1	1193	https://v10-1.orthodb.org/?query=467at7088	PurM-like, C-terminal domain
468at7088	Complete	ptg000009l	10094441	10102496	+	2639.4	1441	https://v10-1.orthodb.org/?query=468at7088	Dbl homology (DH) domain
478at7088	Complete	ptg000005l	1680780	1641254	-	2298.8	1261	https://v10-1.orthodb.org/?query=478at7088	PDZ domain
479at7088	Complete	ptg000015l	5220771	5232973	+	2239.9	1336	https://v10-1.orthodb.org/?query=479at7088	Adenylyl cyclase class-3/4/guanylyl cyclase
481at7088	Complete	ptg000020l	13664637	13676856	+	1901.0	980	https://v10-1.orthodb.org/?query=481at7088	PurM-like, C-terminal domain
486at7088	Complete	ptg000009l	6336134	6347369	+	2543.3	1266	https://v10-1.orthodb.org/?query=486at7088	DNA topoisomerase, type IIA, subunit A/C-terminal
488at7088	Complete	ptg000020l	3241189	3262336	+	1736.8	1237	https://v10-1.orthodb.org/?query=488at7088	Ankyrin repeat
489at7088	Complete	ptg000007l	7543662	7558334	+	2987.7	3413	https://v10-1.orthodb.org/?query=489at7088	Zinc finger C2H2 superfamily
490at7088	Complete	ptg000010l	3525551	3514937	-	1690.6	1266	https://v10-1.orthodb.org/?query=490at7088	CLIP1, zinc knuckle
492at7088	Complete	ptg000017l	5185350	5077137	-	1736.1	927	https://v10-1.orthodb.org/?query=492at7088	Rho GTPase-activating protein domain
494at7088	Complete	ptg000016l	11010342	11039864	+	2684.7	1562	https://v10-1.orthodb.org/?query=494at7088	PWWP domain
495at7088	Complete	ptg000003l	3080063	3085973	+	2312.8	1194	https://v10-1.orthodb.org/?query=495at7088	Protein kinase domain
496at7088	Complete	ptg000003l	16720919	16567889	-	2154.5	1148	https://v10-1.orthodb.org/?query=496at7088	Immunoglobulin
498at7088	Complete	ptg000008l	2795315	2786240	-	2051.3	1017	https://v10-1.orthodb.org/?query=498at7088	Aminoacyl-tRNA synthetase, class Ia
499at7088	Complete	ptg000010l	4705825	4699062	-	2140.5	994	https://v10-1.orthodb.org/?query=499at7088	RNA polymerase Rpb2, domain 2
504at7088	Complete	ptg000020l	13696765	13688586	-	2199.5	1288	https://v10-1.orthodb.org/?query=504at7088	Rab-GTPase-TBC domain
505at7088	Complete	ptg000019l	6291434	6302441	+	2266.2	1191	https://v10-1.orthodb.org/?query=505at7088	WD40/YVTN repeat-like-containing domain superfamily
506at7088	Complete	ptg000013l	7699391	7733988	+	1910.3	951	https://v10-1.orthodb.org/?query=506at7088	Ankyrin repeat
509at7088	Complete	ptg000006l	6273523	6269714	-	2123.1	1065	https://v10-1.orthodb.org/?query=509at7088	Leucine-rich repeat
