# BUSCO version is: 5.4.7 
# The lineage dataset is: lepidoptera_odb10 (Creation date: 2024-01-08, number of genomes: 16, number of BUSCOs: 5286)
Busco_id	Status	Sequence	Gene_Start	Gene_End	Strand	Score	Length	OrthoDB_url	Description
47at7088	Duplicated	ptg000021l	4024842	3974852	-	4950.4	2878	https://v10-1.orthodb.org/?query=47at7088	FERM, C-terminal PH-like domain
47at7088	Duplicated	ptg000027l	908476	854548	-	4951.0	2871	https://v10-1.orthodb.org/?query=47at7088	FERM, C-terminal PH-like domain
48at7088	Duplicated	ptg000005l	489247	652015	+	5100.7	2521	https://v10-1.orthodb.org/?query=48at7088	WD40 repeat
48at7088	Duplicated	ptg000013l	1868645	1824277	-	5150.9	2549	https://v10-1.orthodb.org/?query=48at7088	WD40 repeat
49at7088	Complete	ptg000015l	2108997	2163219	+	4461.8	3013	https://v10-1.orthodb.org/?query=49at7088	Uncharacterised domain, cysteine-rich
50at7088	Complete	ptg000022l	5784190	5829527	+	5201.4	2355	https://v10-1.orthodb.org/?query=50at7088	Tox-GHH domain
51at7088	Complete	ptg000010l	3729967	3758564	+	3858.7	2225	https://v10-1.orthodb.org/?query=51at7088	Cadherin-like
52at7088	Complete	ptg000007l	7832653	7785483	-	5376.7	2836	https://v10-1.orthodb.org/?query=52at7088	Cation channel complex component UNC80, N-terminal
54at7088	Complete	ptg000022l	11933679	11916778	-	5356.2	2463	https://v10-1.orthodb.org/?query=54at7088	Tox-GHH domain
56at7088	Complete	ptg000017l	13153147	13104061	-	5253.7	2762	https://v10-1.orthodb.org/?query=56at7088	Vacuolar protein sorting-associated protein 13, N-terminal domain
57at7088	Complete	ptg000006l	7951860	7929383	-	4168.3	2173	https://v10-1.orthodb.org/?query=57at7088	EGF-like calcium-binding domain
59at7088	Duplicated	ptg000011l	20962319	20996414	+	4706.2	3556	https://v10-1.orthodb.org/?query=59at7088	uncharacterized protein LOC106102106
59at7088	Duplicated	ptg000060l	7559576	7595454	+	4701.1	3601	https://v10-1.orthodb.org/?query=59at7088	uncharacterized protein LOC106102106
60at7088	Complete	ptg000016l	3133177	3111727	-	5880.5	3445	https://v10-1.orthodb.org/?query=60at7088	Cadherin-like
63at7088	Complete	ptg000033l	942257	988308	+	4732.3	2759	https://v10-1.orthodb.org/?query=63at7088	Vacuolar protein sorting-associated protein 13, N-terminal domain
64at7088	Complete	ptg000015l	7978863	7958402	-	4069.4	2007	https://v10-1.orthodb.org/?query=64at7088	Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain
65at7088	Complete	ptg000011l	9702407	9429696	-	4736.2	2545	https://v10-1.orthodb.org/?query=65at7088	Domain of unknown function DUF1088
66at7088	Complete	ptg000002l	3270417	3250283	-	4077.3	1838	https://v10-1.orthodb.org/?query=66at7088	Pre-mRNA-processing-splicing factor 8, U5-snRNA-binding
68at7088	Complete	ptg000054l	16345598	16194427	-	4873.7	2467	https://v10-1.orthodb.org/?query=68at7088	Cell morphogenesis central region
69at7088	Duplicated	ptg000011l	17351333	17340641	-	4251.6	2132	https://v10-1.orthodb.org/?query=69at7088	FKBP12-rapamycin binding domain
69at7088	Duplicated	ptg000069l	2736426	2746315	+	4230.5	2132	https://v10-1.orthodb.org/?query=69at7088	FKBP12-rapamycin binding domain
70at7088	Complete	ptg000022l	9860813	9849579	-	4460.2	2947	https://v10-1.orthodb.org/?query=70at7088	EGF-like calcium-binding domain
72at7088	Complete	ptg000042l	4565496	4495048	-	4847.5	2545	https://v10-1.orthodb.org/?query=72at7088	Filamin/ABP280 repeat-like
74at7088	Complete	ptg000024l	4740717	4753475	+	4893.0	2376	https://v10-1.orthodb.org/?query=74at7088	Zinc finger C2H2-type
78at7088	Complete	ptg000047l	3326194	3361500	+	5928.1	3497	https://v10-1.orthodb.org/?query=78at7088	Baculoviral IAP repeat-containing protein 6
83at7088	Complete	ptg000008l	1888818	1848829	-	4152.4	2229	https://v10-1.orthodb.org/?query=83at7088	RyR/IP3R Homology associated domain
84at7088	Complete	ptg000031l	2101564	2134266	+	4632.9	2306	https://v10-1.orthodb.org/?query=84at7088	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
86at7088	Complete	ptg000045l	5299438	5270921	-	3595.9	2194	https://v10-1.orthodb.org/?query=86at7088	UME domain
88at7088	Complete	ptg000006l	6935554	6919387	-	5771.2	3172	https://v10-1.orthodb.org/?query=88at7088	Chromo domain
96at7088	Complete	ptg000054l	10227886	10208871	-	4060.7	2013	https://v10-1.orthodb.org/?query=96at7088	Laminin G domain
101at7088	Complete	ptg000054l	10507356	10434571	-	3083.7	1802	https://v10-1.orthodb.org/?query=101at7088	PHR
103at7088	Duplicated	ptg000005l	127106	65053	-	4067.2	2111	https://v10-1.orthodb.org/?query=103at7088	Calcium-dependent secretion activator domain
103at7088	Duplicated	ptg000013l	2215037	2271834	+	4070.4	2107	https://v10-1.orthodb.org/?query=103at7088	Calcium-dependent secretion activator domain
105at7088	Complete	ptg000008l	3048883	3024668	-	6484.3	4023	https://v10-1.orthodb.org/?query=105at7088	EGF-like calcium-binding domain
106at7088	Complete	ptg000045l	7126617	7112321	-	4408.9	2337	https://v10-1.orthodb.org/?query=106at7088	small subunit processome component 20 homolog
112at7088	Complete	ptg000042l	5002732	5025566	+	4138.4	2069	https://v10-1.orthodb.org/?query=112at7088	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
113at7088	Complete	ptg000054l	10513921	10594908	+	4330.7	2309	https://v10-1.orthodb.org/?query=113at7088	Dbl homology (DH) domain
116at7088	Complete	ptg000006l	4636632	4625443	-	3398.4	1730	https://v10-1.orthodb.org/?query=116at7088	FERM central domain
122at7088	Complete	ptg000003l	8731527	8665725	-	3060.4	1656	https://v10-1.orthodb.org/?query=122at7088	Tetratricopeptide repeat
123at7088	Duplicated	ptg000038l	4509736	4479378	-	3358.8	1745	https://v10-1.orthodb.org/?query=123at7088	DNA-directed DNA polymerase, family B, exonuclease domain
123at7088	Duplicated	ptg000064l	1958267	1930513	-	3441.7	1752	https://v10-1.orthodb.org/?query=123at7088	DNA-directed DNA polymerase, family B, exonuclease domain
126at7088	Complete	ptg000003l	7170340	7213089	+	3696.0	1805	https://v10-1.orthodb.org/?query=126at7088	Phosphatidylinositol 3-/4-kinase, catalytic domain
127at7088	Duplicated	ptg000028l	1593014	1540082	-	4376.7	2641	https://v10-1.orthodb.org/?query=127at7088	Bromo adjacent homology (BAH) domain
127at7088	Duplicated	ptg000029l	3590485	3645321	+	4365.9	2597	https://v10-1.orthodb.org/?query=127at7088	Bromo adjacent homology (BAH) domain
128at7088	Complete	ptg000015l	14597312	14634234	+	5415.1	3346	https://v10-1.orthodb.org/?query=128at7088	Vacuolar protein sorting-associated protein 13, N-terminal domain
133at7088	Complete	ptg000045l	7946833	7907830	-	1942.3	1726	https://v10-1.orthodb.org/?query=133at7088	Glycoside hydrolase family 18, catalytic domain
136at7088	Complete	ptg000006l	10911436	11009707	+	3875.1	2060	https://v10-1.orthodb.org/?query=136at7088	Piezo domain
137at7088	Complete	ptg000008l	16172074	16148435	-	3479.3	1909	https://v10-1.orthodb.org/?query=137at7088	Protein kinase domain
138at7088	Duplicated	ptg000045l	425556	434879	+	2814.6	1938	https://v10-1.orthodb.org/?query=138at7088	Calponin homology domain
138at7088	Duplicated	ptg000049l	1641253	1632045	-	2810.2	1938	https://v10-1.orthodb.org/?query=138at7088	Calponin homology domain
139at7088	Complete	ptg000009l	705201	732042	+	4028.6	2237	https://v10-1.orthodb.org/?query=139at7088	Pecanex, C-terminal
140at7088	Complete	ptg000024l	9890147	9747178	-	3659.2	2126	https://v10-1.orthodb.org/?query=140at7088	Gelsolin-like domain
145at7088	Duplicated	ptg000005l	596914	575044	-	3300.3	1622	https://v10-1.orthodb.org/?query=145at7088	Sodium channel protein
145at7088	Duplicated	ptg000013l	1768755	1791114	+	3332.7	1620	https://v10-1.orthodb.org/?query=145at7088	Sodium channel protein
148at7088	Duplicated	ptg000036l	281640	306195	+	3012.5	1599	https://v10-1.orthodb.org/?query=148at7088	PDZ domain
148at7088	Duplicated	ptg000079l	426896	445969	+	2608.0	1422	https://v10-1.orthodb.org/?query=148at7088	PDZ domain
155at7088	Complete	ptg000007l	1637176	1653228	+	4015.2	2392	https://v10-1.orthodb.org/?query=155at7088	Adenomatous polyposis coli protein repeat
158at7088	Complete	ptg000011l	23360738	23482888	+	2405.2	1376	https://v10-1.orthodb.org/?query=158at7088	Sodium channel protein
159at7088	Complete	ptg000038l	553775	580633	+	3597.9	1977	https://v10-1.orthodb.org/?query=159at7088	FYVE zinc finger
160at7088	Complete	ptg000019l	7484172	7399314	-	3164.0	1781	https://v10-1.orthodb.org/?query=160at7088	Pleckstrin homology domain
163at7088	Complete	ptg000022l	3064194	3049291	-	2758.7	1492	https://v10-1.orthodb.org/?query=163at7088	Low-density lipoprotein (LDL) receptor class A repeat
173at7088	Complete	ptg000003l	6695666	6720508	+	3129.2	1443	https://v10-1.orthodb.org/?query=173at7088	Clathrin, heavy chain, linker, core motif
177at7088	Complete	ptg000045l	6406824	6370713	-	3641.1	1853	https://v10-1.orthodb.org/?query=177at7088	Ion transport domain
179at7088	Complete	ptg000010l	12390914	12431685	+	2916.8	1451	https://v10-1.orthodb.org/?query=179at7088	Ankyrin repeat
183at7088	Complete	ptg000010l	11303932	11276925	-	3586.9	1895	https://v10-1.orthodb.org/?query=183at7088	Ankyrin repeat
184at7088	Complete	ptg000001l	392764	491805	+	3138.3	1759	https://v10-1.orthodb.org/?query=184at7088	Cadherin-like
186at7088	Complete	ptg000015l	7838954	7854697	+	3724.3	2021	https://v10-1.orthodb.org/?query=186at7088	Zinc finger, PHD-finger
190at7088	Complete	ptg000008l	8423419	8477980	+	2854.1	1375	https://v10-1.orthodb.org/?query=190at7088	WD40 repeat
193at7088	Complete	ptg000024l	762700	757258	-	3357.4	1518	https://v10-1.orthodb.org/?query=193at7088	Sec7, C-terminal
196at7088	Complete	ptg000010l	7898981	7919703	+	2868.0	1559	https://v10-1.orthodb.org/?query=196at7088	Cadherin-like
200at7088	Complete	ptg000026l	7307933	7350075	+	3367.9	1993	https://v10-1.orthodb.org/?query=200at7088	protein unc-79 homolog
201at7088	Complete	ptg000017l	18020131	18052478	+	3110.7	1585	https://v10-1.orthodb.org/?query=201at7088	Thioredoxin domain
204at7088	Complete	ptg000057l	9931156	9924714	-	2503.0	1430	https://v10-1.orthodb.org/?query=204at7088	Zinc finger C2H2-type
206at7088	Complete	ptg000042l	1945807	1716407	-	3587.0	2037	https://v10-1.orthodb.org/?query=206at7088	Calponin homology domain
207at7088	Complete	ptg000039l	3814893	3796945	-	3118.8	1719	https://v10-1.orthodb.org/?query=207at7088	WD40 repeat
208at7088	Complete	ptg000057l	8734355	8714441	-	2700.7	1383	https://v10-1.orthodb.org/?query=208at7088	Ras GTPase-activating domain
210at7088	Complete	ptg000057l	8186955	8194641	+	3726.0	1845	https://v10-1.orthodb.org/?query=210at7088	RNA polymerase Rpb1, domain 5
211at7088	Complete	ptg000015l	5984229	6007854	+	3059.7	1673	https://v10-1.orthodb.org/?query=211at7088	Spatacsin, C-terminal domain
212at7088	Complete	ptg000054l	15822736	15839028	+	2566.1	1393	https://v10-1.orthodb.org/?query=212at7088	Laminin EGF domain
215at7088	Duplicated	ptg000011l	17518274	17499237	-	3506.4	1714	https://v10-1.orthodb.org/?query=215at7088	Sec7, C-terminal
215at7088	Duplicated	ptg000069l	2559749	2575948	+	3510.2	1717	https://v10-1.orthodb.org/?query=215at7088	Sec7, C-terminal
220at7088	Complete	ptg000002l	4896350	4873266	-	2722.4	1297	https://v10-1.orthodb.org/?query=220at7088	Ferric reductase, NAD binding domain
231at7088	Complete	ptg000026l	1823152	1796587	-	3862.4	2396	https://v10-1.orthodb.org/?query=231at7088	Pleckstrin homology domain
232at7088	Complete	ptg000015l	7487494	7461402	-	3133.3	1587	https://v10-1.orthodb.org/?query=232at7088	Sister chromatid cohesion C-terminal domain
235at7088	Complete	ptg000006l	3095517	3102982	+	3175.2	1815	https://v10-1.orthodb.org/?query=235at7088	BP28, C-terminal domain
236at7088	Complete	ptg000057l	4045810	4034294	-	2607.3	1454	https://v10-1.orthodb.org/?query=236at7088	Nucleoporin Nup188
242at7088	Complete	ptg000011l	14489323	14467444	-	3095.9	1658	https://v10-1.orthodb.org/?query=242at7088	Proteasome component Ecm29
246at7088	Complete	ptg000060l	3234918	3493543	+	1966.2	1031	https://v10-1.orthodb.org/?query=246at7088	TRPM, tetramerisation domain
248at7088	Duplicated	ptg000005l	750479	772041	+	2874.2	1374	https://v10-1.orthodb.org/?query=248at7088	Ras-associating (RA) domain
248at7088	Duplicated	ptg000013l	1631334	1606657	-	3159.4	1587	https://v10-1.orthodb.org/?query=248at7088	Ras-associating (RA) domain
250at7088	Duplicated	ptg000030l	1926494	1988760	+	2340.5	1158	https://v10-1.orthodb.org/?query=250at7088	Cadherin, cytoplasmic domain
250at7088	Duplicated	ptg000043l	1447220	1383775	-	2643.7	1225	https://v10-1.orthodb.org/?query=250at7088	Cadherin, cytoplasmic domain
251at7088	Complete	ptg000042l	5235987	5248956	+	3216.7	2067	https://v10-1.orthodb.org/?query=251at7088	Ran binding domain
254at7088	Complete	ptg000015l	11968969	11954345	-	3441.1	1749	https://v10-1.orthodb.org/?query=254at7088	Helicase/UvrB, N-terminal
258at7088	Complete	ptg000015l	16079252	16042776	-	3346.9	1832	https://v10-1.orthodb.org/?query=258at7088	uncharacterized protein LOC106107457
259at7088	Complete	ptg000008l	5265514	5293245	+	2592.1	1340	https://v10-1.orthodb.org/?query=259at7088	uncharacterized protein LOC106138037
263at7088	Complete	ptg000056l	5300949	5324869	+	2706.0	1421	https://v10-1.orthodb.org/?query=263at7088	High mobility group box domain
266at7088	Complete	ptg000054l	7985458	7939450	-	2938.2	1373	https://v10-1.orthodb.org/?query=266at7088	AMP-dependent synthetase/ligase
270at7088	Complete	ptg000054l	7650271	7663394	+	3656.3	2238	https://v10-1.orthodb.org/?query=270at7088	Zinc finger, PHD-finger
271at7088	Complete	ptg000024l	9459240	9425074	-	2782.9	1436	https://v10-1.orthodb.org/?query=271at7088	Protein FAM135
273at7088	Complete	ptg000007l	1919305	1938665	+	1686.4	1154	https://v10-1.orthodb.org/?query=273at7088	Cadherin-like
274at7088	Complete	ptg000002l	10586952	10581786	-	2788.0	1448	https://v10-1.orthodb.org/?query=274at7088	RNA polymerase Rpb1, domain 3
278at7088	Complete	ptg000006l	8797890	8805526	+	2355.0	1546	https://v10-1.orthodb.org/?query=278at7088	uncharacterized protein LOC106099798
281at7088	Complete	ptg000015l	10510194	10518682	+	2414.7	1362	https://v10-1.orthodb.org/?query=281at7088	Zinc finger C2H2-type
288at7088	Complete	ptg000006l	20176266	20144510	-	3031.1	1915	https://v10-1.orthodb.org/?query=288at7088	Dbl homology (DH) domain
296at7088	Complete	ptg000054l	13058090	13065991	+	2045.2	1424	https://v10-1.orthodb.org/?query=296at7088	Sperm-associated antigen 17
302at7088	Complete	ptg000008l	6807344	6763747	-	2272.1	1156	https://v10-1.orthodb.org/?query=302at7088	Calcium-dependent secretion activator domain
303at7088	Complete	ptg000006l	7754075	7731353	-	3334.0	2425	https://v10-1.orthodb.org/?query=303at7088	Phosphatidylinositol 3-/4-kinase, catalytic domain
307at7088	Duplicated	ptg000007l	11101534	11126287	+	2573.9	1389	https://v10-1.orthodb.org/?query=307at7088	Cadherin-like
307at7088	Duplicated	ptg000023l	644113	667643	+	2466.8	1389	https://v10-1.orthodb.org/?query=307at7088	Cadherin-like
311at7088	Duplicated	ptg000009l	5783111	5766660	-	2454.4	1410	https://v10-1.orthodb.org/?query=311at7088	Gamma tubulin complex component, C-terminal
311at7088	Duplicated	ptg000043l	3306130	3322989	+	2347.9	1410	https://v10-1.orthodb.org/?query=311at7088	Gamma tubulin complex component, C-terminal
315at7088	Complete	ptg000033l	1563986	1551492	-	2681.7	1353	https://v10-1.orthodb.org/?query=315at7088	Leucine-rich repeat
316at7088	Complete	ptg000022l	3145519	3164500	+	3362.7	2570	https://v10-1.orthodb.org/?query=316at7088	protein lava lamp-like
318at7088	Complete	ptg000010l	7581172	7562146	-	2993.9	1595	https://v10-1.orthodb.org/?query=318at7088	Cadherin-like
321at7088	Complete	ptg000054l	8273311	8280098	+	1593.4	1075	https://v10-1.orthodb.org/?query=321at7088	uncharacterized protein LOC101746166
322at7088	Complete	ptg000007l	2017398	2026718	+	1625.8	1104	https://v10-1.orthodb.org/?query=322at7088	Zinc finger C2H2-type
324at7088	Complete	ptg000057l	7192077	7202316	+	2425.6	1170	https://v10-1.orthodb.org/?query=324at7088	Protein kinase domain
325at7088	Complete	ptg000024l	13328784	13317099	-	2565.8	1427	https://v10-1.orthodb.org/?query=325at7088	Virilizer, N-terminal
326at7088	Complete	ptg000006l	2343602	2331589	-	2613.5	1368	https://v10-1.orthodb.org/?query=326at7088	HEAT repeat
327at7088	Complete	ptg000039l	3343973	3391261	+	2437.7	1745	https://v10-1.orthodb.org/?query=327at7088	Serine-threonine/tyrosine-protein kinase, catalytic domain
328at7088	Complete	ptg000034l	657631	664643	+	2730.3	1653	https://v10-1.orthodb.org/?query=328at7088	Nucleolar pre-ribosomal-associated protein 1, C-terminal domain
332at7088	Complete	ptg000057l	8931117	8947248	+	2787.8	1467	https://v10-1.orthodb.org/?query=332at7088	Helicase/UvrB, N-terminal
335at7088	Complete	ptg000015l	15232534	15218402	-	2086.9	1188	https://v10-1.orthodb.org/?query=335at7088	PTP type protein phosphatase
338at7088	Complete	ptg000045l	4242942	4218817	-	2982.4	1518	https://v10-1.orthodb.org/?query=338at7088	Bromodomain
340at7088	Complete	ptg000009l	854119	832988	-	2643.1	1694	https://v10-1.orthodb.org/?query=340at7088	LOC101738347
342at7088	Complete	ptg000011l	12761782	12749137	-	2815.0	1697	https://v10-1.orthodb.org/?query=342at7088	Zinc finger, PHD-finger
345at7088	Complete	ptg000057l	22599664	22616470	+	2334.2	1377	https://v10-1.orthodb.org/?query=345at7088	Active zone protein ELKS
350at7088	Complete	ptg000015l	7424051	7418615	-	2210.5	1110	https://v10-1.orthodb.org/?query=350at7088	Beta-propeller repeat TECPR
353at7088	Complete	ptg000008l	2835189	2871222	+	2391.8	1245	https://v10-1.orthodb.org/?query=353at7088	Rho GTPase-activating protein domain
354at7088	Complete	ptg000008l	14395908	14399663	+	2418.9	1101	https://v10-1.orthodb.org/?query=354at7088	Leucine-rich repeat
355at7088	Complete	ptg000033l	2241672	2221018	-	2304.3	1144	https://v10-1.orthodb.org/?query=355at7088	Ankyrin repeat
356at7088	Complete	ptg000007l	7062528	7076432	+	2533.1	1407	https://v10-1.orthodb.org/?query=356at7088	uncharacterized protein LOC111355965
357at7088	Complete	ptg000056l	234919	251255	+	2208.6	1252	https://v10-1.orthodb.org/?query=357at7088	Superoxide dismutase, copper/zinc binding domain
360at7088	Complete	ptg000054l	7328423	7357073	+	2156.0	1075	https://v10-1.orthodb.org/?query=360at7088	Potassium channel domain
363at7088	Complete	ptg000030l	5742821	5737002	-	2393.7	1679	https://v10-1.orthodb.org/?query=363at7088	Tetratricopeptide repeat
366at7088	Complete	ptg000024l	7602540	7589933	-	3147.0	1715	https://v10-1.orthodb.org/?query=366at7088	Nucleoprotein TPR/MLP1
367at7088	Complete	ptg000017l	11460150	11497916	+	2910.7	1600	https://v10-1.orthodb.org/?query=367at7088	C2 domain
375at7088	Complete	ptg000008l	13490116	13474652	-	1901.7	1259	https://v10-1.orthodb.org/?query=375at7088	CARD domain
380at7088	Complete	ptg000002l	2687536	2662988	-	2225.4	1178	https://v10-1.orthodb.org/?query=380at7088	ATPase, dynein-related, AAA domain
382at7088	Complete	ptg000034l	1123196	1139059	+	1893.9	1195	https://v10-1.orthodb.org/?query=382at7088	Histone acetyltransferase domain, MYST-type
383at7088	Complete	ptg000015l	7406636	7416415	+	2351.0	1098	https://v10-1.orthodb.org/?query=383at7088	Splicing factor 3B subunit 1
384at7088	Complete	ptg000057l	6221291	6227618	+	2267.9	1491	https://v10-1.orthodb.org/?query=384at7088	RZZ complex, subunit KNTC1/ROD, C-terminal
385at7088	Complete	ptg000031l	879283	900698	+	3015.4	1689	https://v10-1.orthodb.org/?query=385at7088	Proteasome activator Blm10, mid region
386at7088	Complete	ptg000024l	5041067	5031190	-	2387.2	1111	https://v10-1.orthodb.org/?query=386at7088	Cleavage/polyadenylation specificity factor, A subunit, C-terminal
389at7088	Complete	ptg000054l	2223329	2206748	-	2280.1	1125	https://v10-1.orthodb.org/?query=389at7088	Mediator complex, subunit Med23
391at7088	Complete	ptg000054l	10852774	10832094	-	2155.4	1111	https://v10-1.orthodb.org/?query=391at7088	Sterol-sensing domain
392at7088	Complete	ptg000042l	5159764	5188744	+	2266.4	1277	https://v10-1.orthodb.org/?query=392at7088	UDP-glucose:Glycoprotein Glucosyltransferase
393at7088	Duplicated	ptg000028l	623911	582314	-	2529.1	1346	https://v10-1.orthodb.org/?query=393at7088	dDENN domain
393at7088	Duplicated	ptg000029l	4685742	4731090	+	2498.4	1339	https://v10-1.orthodb.org/?query=393at7088	dDENN domain
394at7088	Complete	ptg000007l	7946924	7895280	-	2918.2	1517	https://v10-1.orthodb.org/?query=394at7088	RUN domain
396at7088	Complete	ptg000010l	11374243	11367915	-	1934.0	1136	https://v10-1.orthodb.org/?query=396at7088	Rab3-GAP regulatory subunit, N-terminal
401at7088	Complete	ptg000010l	7455718	7431464	-	2156.8	1053	https://v10-1.orthodb.org/?query=401at7088	Protein kinase domain
408at7088	Complete	ptg000006l	5117520	5110548	-	2417.8	1357	https://v10-1.orthodb.org/?query=408at7088	Zinc finger C2H2-type
412at7088	Complete	ptg000015l	1793483	1734741	-	2565.3	1455	https://v10-1.orthodb.org/?query=412at7088	Pleckstrin homology domain
417at7088	Complete	ptg000031l	859300	873307	+	1790.0	1014	https://v10-1.orthodb.org/?query=417at7088	Helicase, C-terminal
420at7088	Complete	ptg000026l	4514401	4604589	+	2217.0	1232	https://v10-1.orthodb.org/?query=420at7088	Dbl homology (DH) domain
427at7088	Complete	ptg000015l	16399033	16426238	+	2217.2	1398	https://v10-1.orthodb.org/?query=427at7088	Ankyrin repeat
429at7088	Complete	ptg000033l	1076366	1065297	-	2601.3	1349	https://v10-1.orthodb.org/?query=429at7088	WW domain
430at7088	Complete	ptg000007l	3781524	3789078	+	2273.3	1157	https://v10-1.orthodb.org/?query=430at7088	Leucine-rich repeat
434at7088	Complete	ptg000027l	2682265	2673428	-	2402.4	1254	https://v10-1.orthodb.org/?query=434at7088	DNA-directed DNA polymerase, family B, exonuclease domain
437at7088	Complete	ptg000002l	18803307	18836339	+	1985.8	985	https://v10-1.orthodb.org/?query=437at7088	sister chromatid cohesion protein PDS5 homolog B
443at7088	Complete	ptg000010l	9451625	9447263	-	2202.1	1104	https://v10-1.orthodb.org/?query=443at7088	Aldehyde oxidase/xanthine dehydrogenase, a/b hammerhead
445at7088	Complete	ptg000017l	12460489	12472065	+	2155.3	1415	https://v10-1.orthodb.org/?query=445at7088	Protein kinase domain
450at7088	Complete	ptg000021l	3686928	3693558	+	2255.4	1305	https://v10-1.orthodb.org/?query=450at7088	Zinc finger C2H2-type
455at7088	Complete	ptg000006l	11015254	11011727	-	2697.6	1119	https://v10-1.orthodb.org/?query=455at7088	RNA polymerase Rpb2, domain 2
456at7088	Complete	ptg000008l	14057701	14053679	-	2376.7	1196	https://v10-1.orthodb.org/?query=456at7088	Leucine-rich repeat
458at7088	Complete	ptg000003l	10706067	10617773	-	2419.9	1493	https://v10-1.orthodb.org/?query=458at7088	Ion transport domain
461at7088	Complete	ptg000015l	3877818	3845571	-	2195.4	1137	https://v10-1.orthodb.org/?query=461at7088	Histidine phosphatase superfamily, clade-2
464at7088	Complete	ptg000017l	9737346	9744827	+	2082.7	1267	https://v10-1.orthodb.org/?query=464at7088	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
467at7088	Complete	ptg000002l	11585123	11631470	+	2250.8	1146	https://v10-1.orthodb.org/?query=467at7088	PurM-like, C-terminal domain
